# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=altwide, version=0.2, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
altwide@0.2	srt-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	56706.2	1.000141	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	srt-256	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	386.7	excluded	excluded	23.316336	23.226094	1.000000	1.039956	2.319858
altwide@0.2	srt-256	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	7610.5	1374.837399	156.953953	1.001027	1.000000	5.829010	5.837442	1.564241
altwide@0.2	srt-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3416422.0	1329.607118	171.342395	1.203643	1.200152	refused	refused	1.000000
altwide@0.2	srt-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	112185.3	1.000000	1.002536	excluded	excluded	refused	refused	excluded
altwide@0.2	srt-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1007.8	excluded	excluded	14.770208	14.801627	refused	refused	1.000000
altwide@0.2	srt-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12734.5	1635.047397	209.893829	1.075407	1.074605	refused	refused	1.000000
altwide@0.2	w-1024	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	5719024.9	1616.233186	208.726294	refused	refused	refused	refused	1.000000
altwide@0.2	w-1024	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	194477.3	1.000000	1.000965	refused	refused	refused	refused	excluded
altwide@0.2	w-1024	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1011.6	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	w-1024	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12427.8	3246.104336	410.180244	refused	refused	refused	refused	1.000000
altwide@0.2	w-128	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1805375.4	638.464834	46.443225	1.743242	1.726495	8.146920	8.033179	1.000000
altwide@0.2	w-128	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	27694.0	1.000222	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-128	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	369.6	excluded	excluded	1.390645	1.380797	1.000000	1.061827	2.107047
altwide@0.2	w-128	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	7592.4	703.255868	53.044133	1.002053	1.000000	5.605586	5.642735	1.508352
altwide@0.2	w-192	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1988782.1	865.850452	83.516872	1.567179	1.561651	7.980298	7.987236	1.000000
altwide@0.2	w-192	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	40106.0	1.000098	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-192	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	384.6	excluded	excluded	1.327491	1.333381	1.000000	1.023566	2.026237
altwide@0.2	w-192	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	7603.1	1043.444763	104.531933	1.000000	1.000281	5.940770	5.955114	1.518297
altwide@0.2	w-2048	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	9951817.2	1857.419843	311.161705	refused	refused	refused	refused	1.000000
altwide@0.2	w-2048	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	377102.2	1.001027	1.000000	refused	refused	refused	refused	excluded
altwide@0.2	w-2048	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1130.9	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	w-2048	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12355.6	6056.532737	934.612434	refused	refused	refused	refused	1.000000
altwide@0.2	w-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2251186.6	1042.450546	105.914900	1.300465	1.296681	7.059261	7.064602	1.000000
altwide@0.2	w-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	53454.8	1.005552	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-256	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	383.6	excluded	excluded	23.422233	23.411750	1.000000	1.047357	2.366126
altwide@0.2	w-256	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	7622.3	1398.331665	150.369332	1.000300	1.000000	5.819605	5.819687	1.583671
altwide@0.2	w-384	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2797091.2	1248.443493	147.028037	1.079994	1.088299	5.988267	5.925680	1.000000
altwide@0.2	w-384	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	76997.9	1.000931	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-384	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	391.1	excluded	excluded	37.904402	37.805927	1.000000	1.032102	2.298192
altwide@0.2	w-384	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	7627.9	2081.889906	248.167112	1.002509	1.000000	7.001136	6.957393	1.574179
altwide@0.2	w-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3420235.0	1359.308720	171.933746	1.201261	1.199259	refused	refused	1.000000
altwide@0.2	w-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	102346.8	1.000000	1.002173	excluded	excluded	refused	refused	excluded
altwide@0.2	w-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.3	excluded	excluded	14.762645	14.766289	refused	refused	1.000000
altwide@0.2	w-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12608.6	1676.687788	213.140689	1.084797	1.085505	refused	refused	1.000000
altwide@0.2	w-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2273091.7	249.397122	14.921187	1.502769	1.501354	5.804640	5.790674	1.000000
altwide@0.2	w-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	15229.1	1.000000	1.000350	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-64	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	408.3	excluded	excluded	1.236739	1.244988	1.000000	1.014505	1.904716
altwide@0.2	w-64	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	7430.5	356.761799	22.024588	1.000000	1.000489	6.316097	6.309761	1.350724
altwide@0.2	w-8	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	195332.1	147.205188	16.876151	11.560302	11.548841	46.996440	47.136487	1.000000
altwide@0.2	w-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2991.2	1.000000	1.004107	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-8	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	371.0	excluded	excluded	1.162058	1.159761	1.000000	1.050632	2.080851
altwide@0.2	w-8	short-subject-search	plain	rust_1.13.1_default-caps-simdna	2760.0	49.060148	4.119498	1.687730	1.689166	11.536657	11.515796	1.000000
altwide@0.2	w-96	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1740005.5	497.343585	43.730126	1.800596	1.804397	8.174940	8.107854	1.000000
altwide@0.2	w-96	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	21495.5	1.000000	1.001735	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-96	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	396.5	excluded	excluded	1.248666	1.255729	1.000000	1.080077	1.962211
altwide@0.2	w-96	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	7578.1	532.126035	46.093057	1.000000	1.000776	6.646062	6.570935	1.500782
altwide@0.2	wb-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1893761.8	196.945855	19.904091	1.632695	1.631392	3.772507	3.803506	1.000000
altwide@0.2	wb-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	57664.5	1.000732	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	wb-256	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	413.0	excluded	excluded	26.094141	26.068572	1.000000	1.079778	2.176273
altwide@0.2	wb-256	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	10113.7	201.375074	20.517382	1.003225	1.000000	3.295579	3.294568	1.110634
altwide@0.2	wb-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2224856.6	318.186969	39.794537	1.795681	1.795308	refused	refused	1.000000
altwide@0.2	wb-512	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	102631.9	1.043108	1.000000	excluded	excluded	refused	refused	excluded
altwide@0.2	wb-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.1	excluded	excluded	15.993483	15.986691	refused	refused	1.000000
altwide@0.2	wb-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11929.3	340.894290	40.216187	1.236209	1.236767	refused	refused	1.000000
